2047	-6405	-4011	-4033		000100110111
-2049	1787	12373	-12225		000100111000
6143	-2309	12373	-8129		000100111001
-4097	3835	2133	-14273		000100111010
6143	-2309	4181	-16321		000100111011
-4097	7931	6229	-6081		000100111100
8191	3835	6229	-1985		000100111101
-6145	5883	-4011	-12225		000100111110
6143	1787	-4011	-12225		000100111111
-2049	1787	4181	8255		000101000000
8191	-4357	6229	10303		000101000001
-6145	1787	-4011	63		000101000010
6143	-2309	-4011	4159		000101000011
-2049	5883	-4011	12351		000101000100
8191	3835	-1963	14399		000101000101
-4097	7931	-10155	6207		000101000110
6143	1787	-12203	8255		000101000111
4095	12027	2133	2111		000101001000
12287	3835	2133	2111		000101001001
2047	9979	-8107	-4033		000101001010
12287	3835	-6059	-1985		000101001011
6143	14075	-4011	8255		000101001100
12287	7931	-1963	10303		000101001101
4095	12027	-10155	-1985		000101001110
8191	7931	-10155	2111		000101001111
-10241	-2309	8277	8255		000101010000
-1	-8453	10325	6207		000101010001
-14337	-2309	85	63		000101010010
-1	-8453	2133	-1985		000101010011
-10241	5883	85	12351		000101010100
-2049	1787	85	16447		000101010101
-10241	1787	-8107	4159		000101010110
-2049	-2309	-8107	8255		000101010111
-6145	5883	4181	63		000101011000
6143	1787	8277	63		000101011001
-6145	5883	-4011	-8129		000101011010
4095	-261	-1963	-6081		000101011011
-6145	9979	-4011	4159		000101011100
6143	5883	85	8255		000101011101
-6145	9979	-12203	63		000101011110
6143	5883	-8107	63		000101011111
-4097	-4357	2133	6207		000101100000
8191	-8453	2133	6207		000101100001
-4097	-4357	-6059	-6081		000101100010
6143	-10501	-4011	63		000101100011
-1	3835	-6059	10303		000101100100
8191	-4357	-6059	10303		000101100101
-2049	1787	-12203	63		000101100110
6143	-2309	-12203	4159		000101100111
4095	3835	2133	-1985		000101101000
14335	-2309	85	-4033		000101101001
2047	1787	-8107	-12225		000101101010
10239	-2309	-8107	-8129		000101101011
4095	7931	-6059	2111		000101101100
14335	1787	-4011	4159		000101101101
4095	7931	-14251	-6081		000101101110
10239	1787	-12203	-4033		000101101111
-10241	-6405	8277	63		000101110000
2047	-14597	8277	63		000101110001
-12289	-8453	2133	-6081		000101110010
-2049	-14597	85	-8129		000101110011
-8193	-4357	-1963	6207		000101110100
-1	-8453	-1963	10303		000101110101
-10241	-2309	-8107	63		000101110110
2047	-10501	-8107	63		000101110111
-4097	-261	6229	-6081		000101111000
8191	-8453	6229	-6081		000101111001
-4097	-261	-6059	-14273		000101111010
2047	-6405	-4011	-12225		000101111011
-4097	3835	-1963	-1985		000101111100
8191	-4357	-1963	2111		000101111101
-6145	1787	-12203	-8129		000101111110
4095	-4357	-10155	-6081		000101111111
-6145	5883	8277	4159		000110000000
6143	1787	8277	8255		000110000001
-10241	5883	85	-4033		000110000010
2047	-2309	85	63		000110000011
-6145	9979	85	8255		000110000100
4095	3835	2133	14399		000110000101
-6145	9979	-8107	4159		000110000110
4095	3835	-6059	6207		000110000111
-1	12027	6229	-1985		000110001000
12287	3835	6229	-1985		000110001001
-2049	9979	85	-12225		000110001010
10239	5883	85	-8129		000110001011
-1	16123	-1963	2111		000110001100
10239	9979	85	4159		000110001101
-2049	14075	-8107	-4033		000110001110
8191	12027	-6059	-1985		000110001111
-12289	-261	10325	2111		000110010000
-2049	-6405	12373	4159		000110010001
-16385	-261	2133	-6081		000110010010
-4097	-4357	6229	-6081		000110010011
-14337	5883	4181	8255		000110010100
-2049	1787	4181	12351		000110010101
-14337	5883	-4011	63		000110010110
-6145	-2309	-4011	4159		000110010111
-8193	3835	10325	-6081		000110011000
6143	1787	12373	-4033		000110011001
-12289	3835	2133	-10177		000110011010
-1	-261	2133	-10177		000110011011
-8193	12027	2133	2111		000110011100
2047	5883	4181	4159		000110011101
-8193	12027	-6059	-6081		000110011110
2047	5883	-4011	-4033		000110011111
-6145	-2309	8277	63		000110100000
6143	-6405	8277	63		000110100001
-8193	-4357	-1963	-10177		000110100010
4095	-8453	2133	-6081		000110100011
-4097	3835	-1963	6207		000110100100
8191	-261	-1963	6207		000110100101
-6145	1787	-8107	-4033		000110100110
4095	-4357	-10155	-1985		000110100111
2047	5883	4181	-8129		000110101000
10239	1787	4181	-8129		000110101001
-1	3835	-1963	-14273		000110101010
8191	-261	-1963	-14273		000110101011
-1	7931	-1963	-1985		000110101100
12287	7931	-1963	-1985		000110101101
-1	7931	-10155	-10177		000110101110
10239	1787	-8107	-8129		000110101111
-10241	-6405	12373	-4033		000110110000
-2049	-10501	12373	-4033		000110110001
-12289	-8453	2133	-10177		000110110010
-4097	-12549	2133	-10177		000110110011
-14337	-2309	4181	63		000110110100
-1	-8453	6229	2111		000110110101
-14337	-2309	-4011	-4033		000110110110
-2049	-10501	-4011	-4033		000110110111
-8193	-261	10325	-10177		000110111000
2047	-6405	8277	-8129		000110111001
-6145	-2309	4181	-16321		000110111010
4095	-8453	2133	-14273		000110111011
-8193	7931	2133	-6081		000110111100
6143	-2309	4181	-4033		000110111101
-6145	5883	-8107	-12225		000110111110
4095	-261	-10155	-10177		000110111111
-6145	-2309	85	8255		000111000000
4095	-8453	2133	10303		000111000001
-8193	-261	-10155	2111		000111000010
2047	-6405	-8107	4159		000111000011
-4097	7931	-6059	14399		000111000100
4095	-4357	-6059	14399		000111000101
-6145	1787	-12203	8255		000111000110
4095	-261	-14251	10303		000111000111
-1	7931	-1963	6207		000111001000
12287	-261	-1963	6207		000111001001
-4097	3835	-10155	-6081		000111001010
8191	-261	-6059	-6081		000111001011
-1	12027	-6059	6207		000111001100
10239	5883	-8107	8255		000111001101
-1	7931	-14251	2111		000111001110
8191	3835	-14251	2111		000111001111
-12289	-4357	6229	10303		000111010000
-2049	-10501	4181	8255		000111010001
-14337	-6405	-4011	63		000111010010
-4097	-12549	-1963	-1985		000111010011
-12289	-261	-1963	10303		000111010100
-4097	-8453	-1963	14399		000111010101
-12289	-261	-10155	6207		000111010110
-4097	-4357	-10155	6207		000111010111
-10241	-2309	4181	63		000111011000
4095	-4357	6229	2111		000111011001
-10241	1787	-8107	-8129		000111011010
-1	-8453	-6059	-6081		000111011011
-6145	5883	-4011	4159		000111011100
4095	-261	-6059	10303		000111011101
-6145	5883	-12203	63		000111011110
-1	-261	-14251	2111		000111011111
-6145	-10501	85	4159		000111100000
4095	-12549	2133	6207		000111100001
-6145	-10501	-8107	-4033		000111100010
2047	-14597	-8107	-4033		000111100011
-6145	-2309	-8107	12351		000111100100
2047	-10501	-8107	12351		000111100101
-6145	-2309	-16299	4159		000111100110
-1	-8453	-14251	6207		000111100111
2047	-2309	85	-4033		000111101000
10239	-10501	85	63		000111101001
-2049	-2309	-12203	-12225		000111101010
10239	-6405	-8107	-8129		000111101011
-1	3835	-10155	2111		000111101100
10239	-2309	-8107	4159		000111101101
2047	1787	-16299	-4033		000111101110
8191	-261	-14251	-1985		000111101111
-10241	-10501	4181	63		000111110000
-4097	-16645	2133	6207		000111110001
-14337	-10501	85	-4033		000111110010
-4097	-16645	-1963	-6081		000111110011
-12289	-8453	-1963	6207		000111110100
-4097	-12549	-1963	10303		000111110101
-12289	-8453	-10155	-1985		000111110110
-4097	-12549	-10155	2111		000111110111
-8193	-4357	6229	-6081		000111111000
2047	-14597	4181	-4033		000111111001
-8193	-8453	-6059	-10177		000111111010
-2049	-10501	-4011	-12225		000111111011
-8193	-261	-6059	2111		000111111100
2047	-6405	-4011	4159		000111111101
-10241	-2309	-12203	-8129		000111111110
-1	-8453	-14251	-6081		000111111111
-2049	9979	12373	8255		001000000000
6143	1787	12373	8255		001000000001
-6145	9979	8277	63		001000000010
6143	5883	8277	4159		001000000011
-4097	12027	6229	10303		001000000100
4095	7931	6229	14399		001000000101
-6145	14075	85	4159		001000000110
4095	7931	-1963	10303		001000000111
4095	12027	10325	6207		001000001000
8191	12027	10325	2111		001000001001
-2049	14075	8277	-8129		001000001010
10239	9979	4181	-4033		001000001011
-1	16123	6229	6207		001000001100
8191	12027	2133	10303		001000001101
2047	18171	85	63		001000001110
10239	14075	-4011	4159		001000001111
-8193	3835	14421	6207		001000010000
-1	-261	14421	6207		001000010001
-14337	5883	8277	63		001000010010
-4097	-261	10325	-1985		001000010011
-4097	7931	10325	10303		001000010100
-1	3835	10325	14399		001000010101
-12289	12027	2133	2111		001000010110
-2049	5883	4181	8255		001000010111
-6145	9979	12373	63		001000011000
2047	5883	16469	63		001000011001
-6145	9979	8277	-8129		001000011010
2047	5883	8277	-8129		001000011011
-6145	14075	8277	4159		001000011100
2047	9979	12373	8255		001000011101
-8193	16123	2133	-1985		001000011110
4095	12027	2133	-1985		001000011111
-4097	3835	14421	2111		001000100000
8191	-4357	14421	6207		001000100001
-6145	1787	4181	-4033		001000100010
6143	-2309	8277	-4033		001000100011
-2049	9979	4181	12351		001000100100
8191	3835	6229	10303		001000100101
-4097	12027	-1963	2111		001000100110
8191	3835	-1963	6207		001000100111
2047	9979	12373	-4033		001000101000
10239	1787	12373	63		001000101001
2047	5883	4181	-12225		001000101010
10239	5883	4181	-8129		001000101011
-1	16123	6229	2111		001000101100
10239	9979	4181	4159		001000101101
2047	14075	85	-4033		001000101110
12287	12027	-1963	-1985		001000101111
-8193	-261	14421	2111		001000110000
-1	-4357	14421	2111		001000110001
-10241	-2309	12373	-8129		001000110010
-2049	-6405	12373	-8129		001000110011
-8193	3835	10325	6207		001000110100
-1	-261	14421	10303		001000110101
-12289	3835	2133	-1985		001000110110
-2049	-2309	4181	63		001000110111
-8193	3835	14421	-6081		001000111000
2047	-2309	16469	-4033		001000111001
-6145	5883	8277	-12225		001000111010
4095	-261	6229	-10177		001000111011
-4097	12027	10325	-1985		001000111100
4095	3835	10325	2111		001000111101
-4097	12027	2133	-6081		001000111110
4095	3835	2133	-6081		001000111111
-2049	5883	8277	12351		001001000000
4095	-261	6229	14399		001001000001
-8193	3835	-1963	6207		001001000010
2047	-2309	85	8255		001001000011
-2049	5883	85	16447		001001000100
2047	5883	4181	16447		001001000101
-2049	9979	-8107	12351		001001000110
4095	3835	-6059	14399		001001000111
2047	9979	8277	8255		001001001000
10239	5883	8277	8255		001001001001
-1	12027	-1963	-1985		001001001010
10239	5883	85	63		001001001011
2047	14075	85	8255		001001001100
6143	9979	85	12351		001001001101
-2049	14075	-8107	4159		001001001110
10239	9979	-8107	8255		001001001111
-8193	-261	10325	10303		001001010000
-2049	-2309	12373	12351		001001010001
-14337	1787	4181	4159		001001010010
-6145	-6405	4181	8255		001001010011
-6145	1787	4181	16447		001001010100
-2049	-2309	4181	16447		001001010101
-14337	5883	-4011	8255		001001010110
-6145	1787	-4011	12351		001001010111
-4097	7931	10325	2111		001001011000
2047	1787	12373	8255		001001011001
-12289	7931	2133	-6081		001001011010
4095	-261	6229	-1985		001001011011
-6145	14075	85	8255		001001011100
2047	5883	4181	12351		001001011101
-10241	9979	-4011	4159		001001011110
2047	5883	-4011	8255		001001011111
-4097	-261	10325	10303		001001100000
4095	-8453	10325	10303		001001100001
-6145	-2309	85	63		001001100010
6143	-10501	85	4159		001001100011
-2049	5883	85	12351		001001100100
8191	-261	2133	14399		001001100101
-6145	1787	-8107	8255		001001100110
6143	-6405	-8107	8255		001001100111
-1	3835	6229	2111		001001101000
14335	-2309	8277	4159		001001101001
-1	3835	-1963	-6081		001001101010
10239	-2309	85	-4033		001001101011
-1	12027	-1963	10303		001001101100
14335	1787	85	8255		001001101101
-1	7931	-10155	2111		001001101110
10239	5883	-8107	4159		001001101111
-10241	-6405	12373	4159		001001110000
-2049	-10501	12373	8255		001001110001
-12289	-8453	2133	-1985		001001110010
-4097	-12549	6229	-1985		001001110011
-10241	-2309	4181	12351		001001110100
-1	-8453	6229	14399		001001110101
-12289	-4357	-6059	6207		001001110110
-2049	-6405	-4011	8255		001001110111
-8193	-261	10325	-1985		001001111000
6143	-6405	12373	63		001001111001
-10241	-2309	4181	-8129		001001111010
2047	-6405	4181	-8129		001001111011
-6145	5883	85	8255		001001111100
4095	-261	2133	6207		001001111101
-10241	1787	-8107	-4033		001001111110
2047	-2309	-8107	63		001001111111
-8193	3835	10325	10303		001010000000
2047	1787	12373	12351		001010000001
-10241	5883	4181	63		001010000010
-1	-261	6229	6207		001010000011
-6145	9979	4181	12351		001010000100
-1	3835	6229	14399		001010000101
-8193	12027	-1963	6207		001010000110
2047	5883	-4011	12351		001010000111
-1	12027	10325	2111		001010001000
8191	7931	10325	2111		001010001001
-4097	12027	6229	-6081		001010001010
4095	7931	2133	-6081		001010001011
-1	16123	2133	6207		001010001100
6143	9979	4181	12351		001010001101
-4097	16123	-6059	2111		001010001110
8191	12027	-6059	2111		001010001111
-10241	1787	12373	4159		001010010000
-4097	-261	14421	10303		001010010001
-16385	-261	6229	2111		001010010010
-8193	-4357	10325	2111		001010010011
-12289	3835	6229	10303		001010010100
-4097	-261	10325	14399		001010010101
-12289	7931	2133	6207		001010010110
-8193	-261	2133	6207		001010010111
-10241	5883	12373	63		001010011000
4095	3835	14421	2111		001010011001
-12289	7931	6229	-6081		001010011010
-1	-261	6229	-6081		001010011011
-8193	12027	6229	6207		001010011100
4095	7931	10325	10303		001010011101
-10241	14075	85	63		001010011110
-1	7931	2133	2111		001010011111
-6145	1787	12373	4159		001010100000
4095	-4357	14421	6207		001010100001
-8193	-261	2133	-6081		001010100010
4095	-8453	6229	-1985		001010100011
-6145	5883	4181	12351		001010100100
4095	-261	6229	10303		001010100101
-8193	3835	-1963	2111		001010100110
4095	-261	-6059	6207		001010100111
-2049	5883	12373	-4033		001010101000
6143	1787	12373	63		001010101001
-1	3835	2133	-10177		001010101010
8191	-261	2133	-10177		001010101011
-1	12027	6229	2111		001010101100
10239	5883	4181	4159		001010101101
-2049	9979	-8107	-4033		001010101110
10239	5883	-4011	-4033		001010101111
-10241	-6405	12373	63		001010110000
-4097	-8453	14421	2111		001010110001
-14337	-6405	8277	-4033		001010110010
-6145	-10501	8277	-4033		001010110011
-12289	-261	6229	6207		001010110100
-4097	-8453	6229	10303		001010110101
-16385	-261	-1963	2111		001010110110
-6145	-6405	85	4159		001010110111
-8193	-261	14421	-1985		001010111000
-1	-4357	14421	-6081		001010111001
-10241	-2309	8277	-12225		001010111010
-2049	-6405	8277	-12225		001010111011
-8193	7931	6229	2111		001010111100
2047	-2309	8277	4159		001010111101
-12289	3835	-1963	-6081		001010111110
-1	-261	-1963	-6081		001010111111
-8193	-261	6229	14399		001011000000
-1	-4357	6229	14399		001011000001
-12289	-261	-1963	6207		001011000010
-1	-4357	-1963	10303		001011000011
-6145	1787	-4011	16447		001011000100
2047	-2309	85	16447		001011000101
-10241	1787	-8107	12351		001011000110
-1	-261	-10155	14399		001011000111
-1	7931	6229	10303		001011001000
8191	-261	6229	10303		001011001001
-6145	9979	-4011	63		001011001010
6143	1787	-4011	4159		001011001011
-2049	9979	-4011	12351		001011001100
6143	5883	85	12351		001011001101
-4097	12027	-10155	6207		001011001110
6143	5883	-12203	8255		001011001111
-10241	-2309	8277	12351		001011010000
-2049	-10501	8277	12351		001011010001
-16385	-4357	2133	6207		001011010010
-8193	-12549	2133	6207		001011010011
-10241	1787	85	12351		001011010100
-6145	-2309	4181	16447		001011010101
-14337	-2309	-4011	8255		001011010110
-6145	-6405	-8107	12351		001011010111
-12289	3835	6229	2111		001011011000
-1	-4357	10325	10303		001011011001
-14337	1787	85	-4033		001011011010
-2049	-6405	85	-4033		001011011011
-10241	9979	85	8255		001011011100
-1	3835	2133	14399		001011011101
-14337	5883	-8107	4159		001011011110
-1	-261	-6059	6207		001011011111
-8193	-4357	6229	10303		001011100000
4095	-12549	6229	10303		001011100001
-10241	-6405	-4011	63		001011100010
2047	-14597	-4011	4159		001011100011
-6145	-2309	-4011	12351		001011100100
2047	-6405	85	16447		001011100101
-8193	-261	-10155	10303		001011100110
2047	-6405	-12203	8255		001011100111
-2049	1787	4181	4159		001011101000
10239	-6405	4181	4159		001011101001
-4097	-261	-6059	-6081		001011101010
8191	-8453	-6059	-1985		001011101011
-2049	5883	-4011	8255		001011101100
8191	-261	-6059	10303		001011101101
-2049	5883	-12203	63		001011101110
6143	1787	-12203	63		001011101111
-14337	-6405	8277	4159		001011110000
-4097	-12549	10325	6207		001011110001
-14337	-10501	85	63		001011110010
-6145	-14597	85	63		001011110011
-12289	-4357	2133	10303		001011110100
-4097	-8453	2133	14399		001011110101
-16385	-4357	-6059	2111		001011110110
-8193	-12549	-6059	6207		001011110111
